sample_id,ena_analysis
BL0159-C,ERZ1697565
BL0161-C,ERZ1697566
BL0163-C,ERZ1697567
BL0164-C,ERZ1697568
BL0165-C,ERZ1697569
BL0166-C,ERZ1697570
BL0167-C,ERZ1697571
BL0168-C,ERZ1697572
BL0169-C,ERZ1697573
BL0170-C,ERZ1697574
BL0171-C,ERZ1697575
BL0172-C,ERZ1697576
BL0173-C,ERZ1697577
BL0176-C,ERZ1697578
BL0177-C,ERZ1697579
BL0178-C,ERZ1697580
BL0180-C,ERZ1697581
BL0182-C,ERZ1697582
BL0183-C,ERZ1697583
BL0184-C,ERZ1697584
BL0185-C,ERZ1697585
BL0186-C,ERZ1697586
BL0187-C,ERZ1697587
BL0189-C,ERZ1697588
BL0190-C,ERZ1697589
BL0192-C,ERZ1697590
BL0193-C,ERZ1697591
BL0194-C,ERZ1697592
BL0195-C,ERZ1697593
BL0196-C,ERZ1697594
BL0197-C,ERZ1697595
BL0198-C,ERZ1697596
BL0199-C,ERZ1697597
BL0200-C,ERZ1697598
BL0201-C,ERZ1697599
BL0202-C,ERZ1697600
BL0203-C,ERZ1697601
BL0204-C,ERZ1697602
BL0205-C,ERZ1697603
BL0207-C,ERZ1697604
BL0208-C,ERZ1697605
BL0209-C,ERZ1697606
BL0210-C,ERZ1697607
BL0211-C,ERZ1697608
BL0212-C,ERZ1697609
BL0213-C,ERZ1697610
BL0214-C,ERZ1697611
BL0215-C,ERZ1697612
BL0216-C,ERZ1697613
BL0217-C,ERZ1697614
BL0218-C,ERZ1697615
BL0221-C,ERZ1697616
BL0222-C,ERZ1697617
BL0223-C,ERZ1697618
BL0224-C,ERZ1697619
BL0225-C,ERZ1697620
BL0226-C,ERZ1697621
BL0227-C,ERZ1697622
BL0228-C,ERZ1697623
BL0229-C,ERZ1697624
BL0230-C,ERZ1697625
BL0231-C,ERZ1697626
BL0232-C,ERZ1697627
BL0233-C,ERZ1697628
BL0234-C,ERZ1697629
BL0235-C,ERZ1697630
BL0236-C,ERZ1697631
BL0238-C,ERZ1697632
BL0239-C,ERZ1697633
BL0240-C,ERZ1697634
BL0241-C,ERZ1697635
BL0242-C,ERZ1697636
BL0243-C,ERZ1697637
BL0244-C,ERZ1697638
BL0246-C,ERZ1697639
BL0247-C,ERZ1697640
BL0250-CW,ERZ1697641
BL0251-C,ERZ1697642
BL0252-C,ERZ1697643
BL0253-C,ERZ1697644
BL0254-C,ERZ1697645
BL0255-C,ERZ1697646
BL0256-C,ERZ1697647
BL0257-C,ERZ1697648
BL0258-C,ERZ1697649
BL0259-C,ERZ1697650
BL0260-C,ERZ1697651
BL0261-C,ERZ1697652
BL0263-C,ERZ1697653
BL0264-C,ERZ1697654
BL0266-C,ERZ1697655
BL0267-C,ERZ1697656
BL0269-C,ERZ1697657
BL0271-C,ERZ1697658
BL0272-C,ERZ1697659
BL0273-C,ERZ1697660
BL0275-C,ERZ1697661
BL0276-C,ERZ1697662
BL0277-C,ERZ1697663
BL0278-C,ERZ1697664
BL0280-C,ERZ1697665
BL0281-C,ERZ1697666
BL0282-C,ERZ1697667
BL0283-C,ERZ1697668
BL0284-C,ERZ1697669
BL0285-C,ERZ1697670
BL0286-C,ERZ1697671
BL0287-C,ERZ1697672
BL0288-C,ERZ1697673
BL0290-C,ERZ1697674
BL0291-C,ERZ1697675
BL0292-C,ERZ1697676
BL0293-C,ERZ1697677
BL0294-C,ERZ1697678
BL0296-C,ERZ1697679
BL0297-C,ERZ1697680
BL0298-C,ERZ1697681
BL0299-C,ERZ1697682
BL0300-C,ERZ1697683
BL0301-C,ERZ1697684
BL0302-C,ERZ1697685
BL0303-C,ERZ1697686
BL0304-C,ERZ1697687
BL0305-C,ERZ1697688
BL0306-C,ERZ1697689
BL0307-C,ERZ1697690
BL0308-C,ERZ1697691
BL0309-C,ERZ1697692
BL0310-C,ERZ1697693
BL0311-C,ERZ1697694
BL0312-C,ERZ1697695
BL0313-C,ERZ1697696
BL0314-C,ERZ1697697
BL0315-C,ERZ1697698
BL0316-C,ERZ1697699
BL0317-C,ERZ1697700
BL0318-C,ERZ1697701
BL0319-C,ERZ1697702
BL0320-C,ERZ1697703
BL0321-C,ERZ1697704
BL0322-C,ERZ1697705
BL0323-C,ERZ1697706
BL0324-C,ERZ1697707
BL0325-C,ERZ1697708
BL0326-C,ERZ1697709
BL0327-C,ERZ1697710
BL0328-C,ERZ1697711
BL0332-C,ERZ1697712
BL0333-C,ERZ1697713
BL0334-C,ERZ1697714
BL0335-C,ERZ1697715
BL0336-C,ERZ1697716
BL0337-C,ERZ1697717
BL0338-C,ERZ1697718
BL0339-C,ERZ1697719
BL0340-C,ERZ1697720
BL0341-C,ERZ1697721
BL0342-C,ERZ1697722
BL0343-C,ERZ1697723
BL0344-C,ERZ1697724
BL0345-C,ERZ1697725
BL0346-C,ERZ1697726
BL0347-C,ERZ1697727
BL0348-C,ERZ1697728
BL0350-C,ERZ1697729
BL0351-C,ERZ1697730
BL0352-C,ERZ1697731
BL0353-C,ERZ1697732
BL0354-C,ERZ1697733
BL0356-C,ERZ1697734
BL0357-C,ERZ1697735
BL0358-C,ERZ1697736
BL0359-C,ERZ1697737
BL0360-C,ERZ1697738
BL0361-C,ERZ1697739
BL0362-C,ERZ1697740
BL0363-C,ERZ1697741
BL0365-C,ERZ1697742
BL0366-C,ERZ1697743
BL0367-C,ERZ1697744
BL0368-C,ERZ1697745
BL0370-C,ERZ1697746
BL0371-C,ERZ1697747
BL0372-C,ERZ1697748
BL0373-C,ERZ1697749
BL0375-C,ERZ1697750
BL0376-C,ERZ1697751
BL0377-C,ERZ1697752
BL0378-C,ERZ1697753
BL0379-C,ERZ1697754
BL0380-C,ERZ1697755
BL0381-C,ERZ1697756
BL0382-C,ERZ1697757
BL0383-C,ERZ1697758
BL0384-C,ERZ1697759
BL0385-C,ERZ1697760
BL0386-C,ERZ1697761
BL0387-C,ERZ1697762
BL0388-C,ERZ1697763
BL0389-C,ERZ1697764
BL0391-C,ERZ1697765
BL0392-C,ERZ1697766
BL0393-C,ERZ1697767
BL0394-C,ERZ1697768
AC0007-C,ERZ1697769
AC0008-C,ERZ1697770
AC0009-Cx,ERZ1697771
AC0010-C,ERZ1697772
AC0011-C,ERZ1697773
AC0012-Cx,ERZ1697774
AC0013-Cx,ERZ1697775
AC0014-C,ERZ1697776
AC0015-C,ERZ1697777
AC0016-C,ERZ1697778
AC0017-C,ERZ1697779
AC0018-Cx,ERZ1697780
AC0019-C,ERZ1697781
AC0021-C,ERZ1697782
AC0022-C,ERZ1697783
AC0023-C,ERZ1697784
AC0024-Cx,ERZ1697785
AC0025-C,ERZ1697786
AC0026-C,ERZ1697787
AC0027-C,ERZ1697788
AC0028-C,ERZ1697789
AC0029-C,ERZ1697790
AC0030-C,ERZ1697791
AC0031-Cx,ERZ1697792
AC0032-C,ERZ1697793
AC0033-Cx,ERZ1697794
AC0034-C,ERZ1697795
AC0035-C,ERZ1697796
AC0036-C,ERZ1697797
AC0037-C,ERZ1697798
AC0038-Cx,ERZ1697799
AC0039-C,ERZ1697800
AC0040-C,ERZ1697801
AC0041-Cx,ERZ1697802
AC0042-C,ERZ1697803
AC0043-C,ERZ1697804
AC0044-Cx,ERZ1697805
AC0045-C,ERZ1697806
AC0046-C,ERZ1697807
AC0047-C,ERZ1697808
AC0048-Cx,ERZ1697809
AC0049-C,ERZ1697810
AC0050-Cx,ERZ1697811
AC0051-C,ERZ1697812
AC0052-Cx,ERZ1697813
AC0053-C,ERZ1697814
AC0054-C,ERZ1697815
AC0055-C,ERZ1697816
AC0056-C,ERZ1697817
AC0057-C,ERZ1697818
AC0058-C,ERZ1697819
AC0059-C,ERZ1697820
AC0060-C,ERZ1697821
AC0061-C,ERZ1697822
AC0062-C,ERZ1697823
AC0063-C,ERZ1697824
AC0064-C,ERZ1697825
AC0065-C,ERZ1697826
AC0066-C,ERZ1697827
AC0067-Cx,ERZ1697828
AC0068-C,ERZ1697829
AC0069-C,ERZ1697830
AC0070-C,ERZ1697831
AC0071-C,ERZ1697832
AC0072-C,ERZ1697833
AC0073-C,ERZ1697834
AC0074-C,ERZ1697835
AC0075-C,ERZ1697836
AC0076-C,ERZ1697837
AC0077-C,ERZ1697838
AC0078-C,ERZ1697839
AC0079-C,ERZ1697840
AC0080-Cx,ERZ1697841
AC0081-C,ERZ1697842
AC0082-C,ERZ1697843
AC0083-C,ERZ1697844
AC0084-C,ERZ1697845
AC0085-C,ERZ1697846
AC0086-C,ERZ1697847
AC0087-Cx,ERZ1697848
AC0088-C,ERZ1697849
AC0089-Cx,ERZ1697850
AC0090-C,ERZ1697851
AC0091-Cx,ERZ1697852
AC0092-C,ERZ1697853
AC0093-C,ERZ1697854
AC0094-C,ERZ1697855
AC0095-C,ERZ1697856
AC0096-Cx,ERZ1697857
AC0097-C,ERZ1697858
AC0098-C,ERZ1697859
AC0099-C,ERZ1697860
AC0100-C,ERZ1697861
AC0101-C,ERZ1697862
AC0102-Cx,ERZ1697863
AC0103-Cx,ERZ1697864
AC0104-Cx,ERZ1697865
AC0105-C,ERZ1697866
AC0106-C,ERZ1697867
AC0107-C,ERZ1697868
AC0108-C,ERZ1697869
AC0109-C,ERZ1697870
AC0110-Cx,ERZ1697871
AC0111-Cx,ERZ1697872
AC0112-C,ERZ1697873
AC0113-Cx,ERZ1697874
AC0114-C,ERZ1697875
AC0115-C,ERZ1697876
AC0116-C,ERZ1697877
AC0117-Cx,ERZ1697878
AC0118-C,ERZ1697879
AC0119-C,ERZ1697880
AC0120-C,ERZ1697881
AC0121-C,ERZ1697882
AC0122-C,ERZ1697883
AC0123-C,ERZ1697884
AC0124-C,ERZ1697885
AC0125-C,ERZ1697886
AC0126-Cx,ERZ1697887
AC0127-C,ERZ1697888
AC0128-Cx,ERZ1697889
AC0129-C,ERZ1697890
AC0130-C,ERZ1697891
AC0131-C,ERZ1697892
AC0132-C,ERZ1697893
AC0133-C,ERZ1697894
AC0134-Cx,ERZ1697895
AC0135-C,ERZ1697896
AC0136-C,ERZ1697897
AC0137-C,ERZ1697898
AC0138-Cx,ERZ1697899
AC0139-C,ERZ1697900
AC0140-C,ERZ1697901
AC0141-C,ERZ1697902
AC0142-C,ERZ1697903
AC0143-C,ERZ1697904
AC0144-Cx,ERZ1697905
AC0145-Cx,ERZ1697906
AC0146-C,ERZ1697907
AC0147-Cx,ERZ1697908
AC0148-C,ERZ1697909
AC0149-Cx,ERZ1697910
AC0150-C,ERZ1697911
AC0151-C,ERZ1697912
AC0152-C,ERZ1697913
AC0153-C,ERZ1697914
AC0154-C,ERZ1697915
AC0155-C,ERZ1697916
AC0156-C,ERZ1697917
AC0157-C,ERZ1697918
AC0158-C,ERZ1697919
AC0159-C,ERZ1697920
AC0160-C,ERZ1697921
AC0161-C,ERZ1697922
AC0162-Cx,ERZ1697923
AC0163-C,ERZ1697924
AC0164-C,ERZ1697925
AC0166-C,ERZ1697926
AC0167-C,ERZ1697927
AC0168-Cx,ERZ1697928
AC0169-C,ERZ1697929
AC0170-C,ERZ1697930
AC0171-C,ERZ1697931
AC0172-C,ERZ1697932
AC0173-C,ERZ1697933
AC0174-Cx,ERZ1697934
AC0176-Cx,ERZ1697935
AC0177-C,ERZ1697936
AC0178-C,ERZ1697937
AC0179-C,ERZ1697938
AC0180-C,ERZ1697939
AC0181-C,ERZ1697940
AC0182-C,ERZ1697941
AC0183-C,ERZ1697942
AC0184-C,ERZ1697943
AC0185-C,ERZ1697944
AC0186-C,ERZ1697945
AC0187-C,ERZ1697946
AC0188-C,ERZ1697947
AC0189-C,ERZ1697948
AC0190-C,ERZ1697949
AC0191-C,ERZ1697950
AC0192-C,ERZ1697951
AC0193-C,ERZ1697952
AC0194-C,ERZ1697953
AC0195-C,ERZ1697954
AC0196-C,ERZ1697955
AC0197-Cx,ERZ1697956
AC0198-C,ERZ1697957
AC0199-C,ERZ1697958
AC0200-C,ERZ1697959
AC0201-Cx,ERZ1697960
AC0202-Cx,ERZ1697961
AC0203-C,ERZ1697962
AC0204-C,ERZ1697963
AC0205-C,ERZ1697964
AC0206-C,ERZ1697965
AC0207-C,ERZ1697966
AC0208-C,ERZ1697967
AC0209-C,ERZ1697968
AC0210-C,ERZ1697969
AC0211-C,ERZ1697970
AC0212-C,ERZ1697971
AC0213-C,ERZ1697972
AC0214-C,ERZ1697973
AC0215-C,ERZ1697974
AC0216-C,ERZ1697975
AC0217-C,ERZ1697976
AC0218-C,ERZ1697977
AC0219-C,ERZ1697978
AC0220-C,ERZ1697979
AC0221-C,ERZ1697980
AC0222-C,ERZ1697981
AC0223-C,ERZ1697982
AC0224-C,ERZ1697983
AC0225-C,ERZ1697984
AC0226-C,ERZ1697985
AC0227-C,ERZ1697986
AC0228-C,ERZ1697987
AC0229-C,ERZ1697988
AC0230-C,ERZ1697989
AC0231-C,ERZ1697990
AC0232-C,ERZ1697991
AC0233-C,ERZ1697992
AC0234-C,ERZ1697993
AC0235-C,ERZ1697994
AC0236-C,ERZ1697995
AC0237-C,ERZ1697996
AC0238-C,ERZ1697997
AC0239-C,ERZ1697998
AC0240-C,ERZ1697999
AC0241-C,ERZ1698000
AC0242-C,ERZ1698001
AC0243-C,ERZ1698002
AC0244-C,ERZ1698003
AC0245-C,ERZ1698004
AC0246-C,ERZ1698005
AC0247-C,ERZ1698006
AC0248-C,ERZ1698007
AC0249-C,ERZ1698008
AC0250-C,ERZ1698009
AC0251-C,ERZ1698010
AC0252-C,ERZ1698011
AC0253-C,ERZ1698012
AC0254-C,ERZ1698013
AC0255-C,ERZ1698014
AC0256-C,ERZ1698015
AC0257-C,ERZ1698016
AC0258-C,ERZ1698017
AC0259-C,ERZ1698018
AC0260-C,ERZ1698019
AC0261-C,ERZ1698020
AC0262-C,ERZ1698021
AC0263-C,ERZ1698022
AC0264-C,ERZ1698023
AC0265-C,ERZ1698024
AC0266-C,ERZ1698025
AC0267-C,ERZ1698026
AC0268-C,ERZ1698027
AC0269-C,ERZ1698028
AC0270-C,ERZ1698029
AC0271-C,ERZ1698030
AC0272-C,ERZ1698031
AC0273-C,ERZ1698032
AC0274-C,ERZ1698033
AC0275-C,ERZ1698034
AC0276-C,ERZ1698035
AC0277-C,ERZ1698036
AC0278-C,ERZ1698037
AC0279-C,ERZ1698038
AC0280-C,ERZ1698039
AC0281-C,ERZ1698040
AC0282-C,ERZ1698041
AC0283-C,ERZ1698042
AC0284-C,ERZ1698043
AC0285-C,ERZ1698044
AC0286-C,ERZ1698045
AC0287-C,ERZ1698046
AC0288-C,ERZ1698047
AC0289-C,ERZ1698048
AC0290-C,ERZ1698049
AC0291-C,ERZ1698050
AC0292-C,ERZ1698051
AC0293-C,ERZ1698052
AC0294-C,ERZ1698053
AC0295-C,ERZ1698054
AC0296-C,ERZ1698055
AC0297-C,ERZ1698056
AC0298-C,ERZ1698057
AC0299-C,ERZ1698058
AC0300-C,ERZ1698059
AC0301-C,ERZ1698060
AC0303-C,ERZ1698061
AC0304-C,ERZ1698062
AC0305-C,ERZ1698063
AC0306-C,ERZ1698064
AC0307-C,ERZ1698065
AC0308-C,ERZ1698066
AC0309-C,ERZ1698067
AC0310-C,ERZ1698068
AC0311-C,ERZ1698069
AC0312-C,ERZ1698070
AC0313-C,ERZ1698071
AC0314-C,ERZ1698072
AC0315-C,ERZ1698073
AC0316-C,ERZ1698074
AC0317-C,ERZ1698075
AC0318-C,ERZ1698076
AC0319-C,ERZ1698077
AC0320-C,ERZ1698078
AC0321-C,ERZ1698079
AC0322-C,ERZ1698080
AC0323-C,ERZ1698081
AC0324-C,ERZ1698082
AC0325-C,ERZ1698083
AC0326-C,ERZ1698084
AC0327-C,ERZ1698085
AC0328-C,ERZ1698086
AC0329-C,ERZ1698087
AC0330-C,ERZ1698088
AC0331-C,ERZ1698089
AC0332-C,ERZ1698090
AC0333-C,ERZ1698091
AC0334-C,ERZ1698092
AC0335-C,ERZ1698093
AC0336-C,ERZ1698094
AC0337-C,ERZ1698095
AC0338-C,ERZ1698096
AC0339-C,ERZ1698097
AC0340-C,ERZ1698098
AC0341-C,ERZ1698099
AC0342-C,ERZ1698100
AC0343-C,ERZ1698101
AC0344-C,ERZ1698102
AC0345-C,ERZ1698103
AC0346-C,ERZ1698104
AC0347-C,ERZ1698105
AC0348-C,ERZ1698106
AC0349-C,ERZ1698107
AC0382-C,ERZ1698108
AC0383-C,ERZ1698109
AC0384-C,ERZ1698110
AC0385-C,ERZ1698111
AC0386-C,ERZ1698112
AC0387-C,ERZ1698113
AC0388-C,ERZ1698114
AC0389-C,ERZ1698115
AC0390-C,ERZ1698116
AC0391-C,ERZ1698117
AC0392-C,ERZ1698118
AC0393-C,ERZ1698119
AC0398-C,ERZ1698120
AC0406-C,ERZ1698121
AC0416-C,ERZ1698122
AD0142-C,ERZ1698123
AD0143-C,ERZ1698124
AD0146-C,ERZ1698125
AD0147-C,ERZ1698126
AD0148-C,ERZ1698127
AD0149-C,ERZ1698128
AD0150-C,ERZ1698129
AD0151-C,ERZ1698130
AD0152-C,ERZ1698131
AD0153-C,ERZ1698132
AD0154-C,ERZ1698133
AD0155-C,ERZ1698134
AD0156-C,ERZ1698135
AD0157-C,ERZ1698136
AD0158-C,ERZ1698137
AD0159-C,ERZ1698138
AD0160-C,ERZ1698139
AD0161-C,ERZ1698140
AD0162-C,ERZ1698141
AD0163-C,ERZ1698142
AD0164-C,ERZ1698143
AD0165-C,ERZ1698144
AD0231-C,ERZ1698145
AD0232-C,ERZ1698146
AD0234-C,ERZ1698147
AD0235-C,ERZ1698148
AD0236-C,ERZ1698149
AD0237-C,ERZ1698150
AD0238-C,ERZ1698151
AD0239-C,ERZ1698152
AD0240-C,ERZ1698153
AD0241-C,ERZ1698154
AD0242-C,ERZ1698155
AD0243-C,ERZ1698156
AD0244-C,ERZ1698157
AD0245-C,ERZ1698158
AD0246-C,ERZ1698159
AD0247-C,ERZ1698160
AD0248-C,ERZ1698161
AD0249-C,ERZ1698162
AD0250-C,ERZ1698163
AD0251-C,ERZ1698164
AD0252-C,ERZ1698165
AD0253-C,ERZ1698166
AD0254-C,ERZ1698167
AD0255-C,ERZ1698168
AD0259-C,ERZ1698169
AD0260-C,ERZ1698170
AD0261-C,ERZ1698171
AD0262-C,ERZ1698172
AD0263-C,ERZ1698173
AD0264-C,ERZ1698174
AD0265-C,ERZ1698175
AD0266-C,ERZ1698176
AD0267-C,ERZ1698177
AD0268-C,ERZ1698178
AD0269-C,ERZ1698179
AD0270-C,ERZ1698180
AD0271-C,ERZ1698181
AD0272-C,ERZ1698182
AD0273-C,ERZ1698183
AD0274-C,ERZ1698184
AD0275-C,ERZ1698185
AD0276-C,ERZ1698186
AD0277-C,ERZ1698187
AD0278-C,ERZ1698188
AD0283-C,ERZ1698189
AD0284-C,ERZ1698190
AD0285-C,ERZ1698191
AD0286-C,ERZ1698192
AD0287-C,ERZ1698193
AD0288-C,ERZ1698194
AD0289-C,ERZ1698195
AD0290-C,ERZ1698196
AD0291-C,ERZ1698197
AD0292-C,ERZ1698198
AD0293-C,ERZ1698199
AD0294-C,ERZ1698200
AD0295-C,ERZ1698201
AD0296-C,ERZ1698202
AD0297-C,ERZ1698203
AD0298-C,ERZ1698204
AD0299-C,ERZ1698205
AD0300-C,ERZ1698206
AD0301-C,ERZ1698207
AD0302-C,ERZ1698208
AD0303-C,ERZ1698209
AD0304-C,ERZ1698210
AD0305-C,ERZ1698211
AD0306-C,ERZ1698212
AD0309-C,ERZ1698213
AD0310-C,ERZ1698214
AD0311-C,ERZ1698215
AD0312-C,ERZ1698216
AD0313-C,ERZ1698217
AD0314-C,ERZ1698218
AD0315-C,ERZ1698219
AD0316-C,ERZ1698220
AD0317-C,ERZ1698221
AD0318-C,ERZ1698222
AD0319-C,ERZ1698223
AD0320-C,ERZ1698224
AD0321-C,ERZ1698225
AD0322-C,ERZ1698226
AD0323-C,ERZ1698227
AD0324-C,ERZ1698228
AD0325-C,ERZ1698229
AD0327-C,ERZ1698230
AD0328-C,ERZ1698231
AD0329-C,ERZ1698232
AD0330-C,ERZ1698233
AD0331-C,ERZ1698234
AD0332-C,ERZ1698235
AD0334-C,ERZ1698236
AD0335-C,ERZ1698237
AD0336-C,ERZ1698238
AD0337-C,ERZ1698239
AD0338-C,ERZ1698240
AD0339-C,ERZ1698241
AD0340-C,ERZ1698242
AD0341-C,ERZ1698243
AD0342-C,ERZ1698244
AD0343-C,ERZ1698245
AD0344-C,ERZ1698246
AD0345-C,ERZ1698247
AD0346-C,ERZ1698248
AD0347-C,ERZ1698249
AD0348-C,ERZ1698250
AD0351-C,ERZ1698251
AD0352-C,ERZ1698252
AD0353-C,ERZ1698253
AD0354-C,ERZ1698254
AD0355-C,ERZ1698255
AD0356-C,ERZ1698256
AD0357-C,ERZ1698257
AD0358-C,ERZ1698258
AD0359-C,ERZ1698259
AD0360-C,ERZ1698260
AD0361-C,ERZ1698261
AD0362-C,ERZ1698262
AD0363-C,ERZ1698263
AD0364-C,ERZ1698264
AD0365-C,ERZ1698265
AD0366-C,ERZ1698266
AD0367-C,ERZ1698267
AD0368-C,ERZ1698268
AD0369-C,ERZ1698269
AD0370-C,ERZ1698270
AD0371-C,ERZ1698271
AD0372-C,ERZ1698272
AD0374-C,ERZ1698273
AD0375-C,ERZ1698274
AD0376-C,ERZ1698275
AD0377-C,ERZ1698276
AD0378-C,ERZ1698277
AD0379-C,ERZ1698278
AD0380-C,ERZ1698279
AD0381-C,ERZ1698280
AD0382-C,ERZ1698281
AD0383-C,ERZ1698282
AD0384-C,ERZ1698283
AD0385-C,ERZ1698284
AD0386-C,ERZ1698285
AD0387-C,ERZ1698286
AD0388-C,ERZ1698287
AD0389-C,ERZ1698288
AD0390-C,ERZ1698289
AD0391-C,ERZ1698290
AD0392-C,ERZ1698291
AD0393-C,ERZ1698292
AD0422-C,ERZ1698293
AD0423-C,ERZ1698294
AD0427-C,ERZ1698295
AD0428-C,ERZ1698296
AD0429-C,ERZ1698297
AD0430-C,ERZ1698298
AD0431-C,ERZ1698299
AD0432-C,ERZ1698300
AD0433-C,ERZ1698301
AD0434-C,ERZ1698302
AD0435-C,ERZ1698303
AD0436-C,ERZ1698304
AD0437-C,ERZ1698305
AD0438-C,ERZ1698306
AD0439-C,ERZ1698307
AD0440-C,ERZ1698308
AD0441-C,ERZ1698309
AD0442-C,ERZ1698310
AD0443-C,ERZ1698311
AD0444-C,ERZ1698312
AD0446-C,ERZ1698313
AD0447-C,ERZ1698314
AD0448-C,ERZ1698315
AD0453-C,ERZ1698316
AD0454-C,ERZ1698317
AD0455-C,ERZ1698318
AD0456-C,ERZ1698319
AD0457-C,ERZ1698320
AD0458-C,ERZ1698321
AD0459-C,ERZ1698322
AD0460-C,ERZ1698323
AD0461-C,ERZ1698324
AD0462-C,ERZ1698325
AD0463-C,ERZ1698326
AD0464-C,ERZ1698327
AD0465-C,ERZ1698328
AD0466-C,ERZ1698329
AD0467-C,ERZ1698330
AD0468-C,ERZ1698331
AD0469-C,ERZ1698332
AD0471-C,ERZ1698333
AD0472-C,ERZ1698334
AD0473-C,ERZ1698335
AD0474-C,ERZ1698336
AD0479-C,ERZ1698337
AD0480-C,ERZ1698338
AD0481-C,ERZ1698339
AD0482-C,ERZ1698340
AD0483-C,ERZ1698341
AD0484-C,ERZ1698342
AD0486-C,ERZ1698343
AD0487-C,ERZ1698344
AD0488-C,ERZ1698345
AD0489-C,ERZ1698346
AD0490-C,ERZ1698347
AD0491-C,ERZ1698348
AD0492-C,ERZ1698349
AD0493-C,ERZ1698350
AD0494-C,ERZ1698351
AD0495-C,ERZ1698352
AD0496-C,ERZ1698353
AD0497-C,ERZ1698354
AD0498-C,ERZ1698355
